100, 0.0
200, 0.0
300, 0.0
400, 0.0
500, 0.0
600, 0.0
700, 0.0
800, 0.0
900, 0.0
1000, 0.0
1100, 0.0
1200, 0.0
1300, 0.0
1400, 0.0
1500, 0.0
1600, 0.0
1700, 0.0
1800, 0.0
1900, 0.0
2000, 0.0
2100, 0.0
2200, 0.0
2300, 0.0
2400, 0.0
2500, 0.0
2600, 0.0
2700, 0.0
2800, 0.0
2900, 0.0
3000, 0.0
3100, 0.0
3200, 0.0
3300, 0.0
3400, 0.0
3500, 0.0
3600, 0.0
3700, 0.0
3800, 0.0
3900, 0.0
4000, 0.0
4100, 0.0
4200, 0.0
4300, 0.0
4400, 0.0
4500, 0.0
4600, 0.0
4700, 0.0
4800, 0.0
4900, 0.0
5000, 0.0
5100, 0.0
5200, 0.0
5300, 0.0
5400, 0.0
5500, 0.0
5600, 0.0
5700, 0.0
5800, 0.0
5900, 0.0
6000, 0.0
6100, 0.0
6200, 0.0
6300, 0.0
6400, 0.0
6500, 0.0
6600, 0.0
6700, 0.0
6800, 0.0
6900, 0.0
7000, 0.0
7100, 0.0
7200, 0.0
7300, 0.0
7400, 0.0
7500, 0.0
7600, 0.0
7700, 0.0
7800, 0.0
7900, 0.0
8000, 0.0
8100, 0.0
8200, 0.0
8300, 0.0
8400, 0.0
8500, 0.0
8600, 0.0
8700, 0.0
8800, 0.0
8900, 0.0
9000, 0.0
9100, 0.0
9200, 0.0
9300, 0.0
9400, 0.0
9500, 0.0
9600, 0.0
9700, 0.0
9800, 0.0
9900, 0.0
10000, 0.0
12000, 0.0
14000, 0.0
16000, 0.0
18000, 0.0
20000, 0.0
22000, 0.0
24000, 0.0
26000, 0.0
28000, 0.0
30000, 0.0
32000, 0.0
34000, 0.0
36000, 0.0
38000, 0.0
40000, 0.0
42000, 0.0
44000, 0.0
46000, 0.0
48000, 0.0
50000, 0.0
52000, 0.0
54000, 0.0
56000, 0.0
58000, 0.0
60000, 0.0
62000, 0.0
64000, 0.0
66000, 0.0
68000, 0.0
70000, 0.0
72000, 0.0
74000, 0.002
76000, 0.004
78000, 0.008
80000, 0.004
82000, 0.01
84000, 0.008
86000, 0.008
88000, 0.01
90000, 0.01
92000, 0.008
94000, 0.008
96000, 0.01
98000, 0.01
100000, 0.008
102000, 0.01
104000, 0.01
106000, 0.01
108000, 0.01
110000, 0.008
112000, 0.01
114000, 0.01
116000, 0.01
118000, 0.01
120000, 0.01
122000, 0.01
124000, 0.01
126000, 0.01
128000, 0.01
130000, 0.01
132000, 0.01
134000, 0.01
136000, 0.01
138000, 0.01
140000, 0.01
142000, 0.012
144000, 0.012
146000, 0.012
148000, 0.01
150000, 0.01
152000, 0.014
154000, 0.018
156000, 0.02
158000, 0.016
160000, 0.018
162000, 0.02
164000, 0.018
166000, 0.02
168000, 0.02
170000, 0.018
172000, 0.018
174000, 0.018
176000, 0.016
178000, 0.02
180000, 0.02
182000, 0.02
184000, 0.02
186000, 0.02
188000, 0.02
190000, 0.018
192000, 0.02
194000, 0.02
196000, 0.02
198000, 0.02
200000, 0.02
202000, 0.02
204000, 0.02
206000, 0.016
208000, 0.022
210000, 0.02
212000, 0.02
214000, 0.02
216000, 0.022
218000, 0.02
220000, 0.02
222000, 0.024
224000, 0.026
226000, 0.03
228000, 0.026
230000, 0.028
232000, 0.03
234000, 0.03
236000, 0.026
238000, 0.03
240000, 0.026
242000, 0.032
244000, 0.028
246000, 0.03
248000, 0.024
250000, 0.028
252000, 0.03
254000, 0.026
256000, 0.03
258000, 0.03
260000, 0.03
262000, 0.03
264000, 0.03
266000, 0.03
268000, 0.03
270000, 0.03
272000, 0.03
274000, 0.032
276000, 0.03
278000, 0.032
280000, 0.038
282000, 0.034
284000, 0.03
286000, 0.036
288000, 0.036
290000, 0.03
292000, 0.03
294000, 0.034
296000, 0.036
298000, 0.038
300000, 0.036
302000, 0.036
304000, 0.04
306000, 0.034
308000, 0.038
310000, 0.038
312000, 0.04
314000, 0.038
316000, 0.038
318000, 0.038
320000, 0.04
322000, 0.04
324000, 0.04
326000, 0.04
328000, 0.04
330000, 0.04
332000, 0.04
334000, 0.04
336000, 0.04
338000, 0.04
340000, 0.042
342000, 0.04
344000, 0.04
346000, 0.046
348000, 0.038
350000, 0.04
352000, 0.05
354000, 0.04
356000, 0.04
358000, 0.042
360000, 0.04
362000, 0.04
364000, 0.042
366000, 0.048
368000, 0.04
370000, 0.044
372000, 0.05
374000, 0.048
376000, 0.046
378000, 0.05
380000, 0.046
382000, 0.05
384000, 0.048
386000, 0.048
388000, 0.048
390000, 0.048
392000, 0.048
394000, 0.048
396000, 0.048
398000, 0.048
400000, 0.05
402000, 0.05
404000, 0.048
406000, 0.048
408000, 0.05
410000, 0.05
412000, 0.05
414000, 0.056
416000, 0.052
418000, 0.056
420000, 0.052
422000, 0.052
424000, 0.05
426000, 0.05
428000, 0.052
430000, 0.054
432000, 0.058
434000, 0.052
436000, 0.054
438000, 0.056
440000, 0.056
442000, 0.056
444000, 0.054
446000, 0.058
448000, 0.056
450000, 0.058
452000, 0.054
454000, 0.056
456000, 0.06
458000, 0.056
460000, 0.058
462000, 0.058
464000, 0.06
466000, 0.058
468000, 0.06
470000, 0.06
472000, 0.06
474000, 0.06
476000, 0.06
478000, 0.058
480000, 0.06
482000, 0.062
484000, 0.064
486000, 0.06
488000, 0.068
490000, 0.06
492000, 0.062
494000, 0.06
496000, 0.068
498000, 0.066
500000, 0.062
